"ICM_CITY_CD","ICM_CITY_DESC","ISM_STATE_CD","ISM_STATE_DESC"
"MUDIS","MUDIS","TAMILNADU","TAMILNADU"
"NAGERCOIL","NAGERCOIL","TAMILNADU","TAMILNADU"
"NAZARETH","NAZARETH","TAMILNADU","TAMILNADU"
"POLLACHI","POLLACHI","TAMILNADU","TAMILNADU"
"SRIPERUMBUDUR","SRIPERUMBUDUR","TAMILNADU","TAMILNADU"
"THIRUPORUR","THIRUPORUR","TAMILNADU","TAMILNADU"
"ASWARAOPET","ASWARAOPET","TELANGANA","TELANGANA"
"GADWAL","GADWAL","TELANGANA","TELANGANA"
"KOTHAGUDEM","KOTHAGUDEM","TELANGANA","TELANGANA"
"MACHERLA","MACHERLA","TELANGANA","TELANGANA"
"MAHABUBNAGAR","MAHABUBNAGAR","TELANGANA","TELANGANA"
"ALIGARH","ALIGARH","UTTAR PRADESH","UTTAR PRADESH"
"AYODHYA","AYODHYA","UTTAR PRADESH","UTTAR PRADESH"
"BABERU","BABERU","UTTAR PRADESH","UTTAR PRADESH"
"ETAWAH","ETAWAH","UTTAR PRADESH","UTTAR PRADESH"
"KARANDA","KARANDA","UTTAR PRADESH","UTTAR PRADESH"
"MUGHALSARAI","MUGHALSARAI","UTTAR PRADESH","UTTAR PRADESH"
"PRATAPGARH","PRATAPGARH","UTTAR PRADESH","UTTAR PRADESH"
"SONEBHADRA","SONEBHADRA","UTTAR PRADESH","UTTAR PRADESH"
"TULSIPUR","TULSIPUR","UTTAR PRADESH","UTTAR PRADESH"
"DEHRADUN","DEHRADUN","UTTARAKHAND","UTTARAKHAND"
"GADARPUR","GADARPUR","UTTARAKHAND","UTTARAKHAND"
"TEHRI GARHWAL","TEHRI GARHWAL","UTTARAKHAND","UTTARAKHAND"
"ABINASHPUR","ABINASHPUR","WEST BENGAL","WEST BENGAL"
"BAGDOGRA","BAGDOGRA","WEST BENGAL","WEST BENGAL"
"BAIDYAPUR","BAIDYAPUR","WEST BENGAL","WEST BENGAL"
"BARRACKPORE","BARRACKPORE","WEST BENGAL","WEST BENGAL"
"GHURNI","GHURNI","WEST BENGAL","WEST BENGAL"
"GOVINDAPUR","GOVINDAPUR","WEST BENGAL","WEST BENGAL"
"MAJDIA","MAJDIA","WEST BENGAL","WEST BENGAL"
"MASLANDAPUR","MASLANDAPUR","WEST BENGAL","WEST BENGAL"
"PARASEA","PARASEA","WEST BENGAL","WEST BENGAL"
"SILDA","SILDA","WEST BENGAL","WEST BENGAL"
"UDALA","UDALA","ODISHA","ODISHA"
"MON","MON","NAGALAND","NAGALAND"
"PERUNGUDI","PERUNGUDI","TAMILNADU","TAMILNADU"
"WEST DELHI","WEST DELHI","DELHI","DELHI"
"CHHATRAPATI SHAHUJI MAHARAJ","CHHATRAPATI SHAHUJI MAHARAJ","UTTAR PRADESH","UTTAR PRADESH"
"PANDHARKAWADA","PANDHARKAWADA","MAHARASHTRA","MAHARASHTRA"
"JEVARGI","JEVARGI","KARNATAKA","KARNATAKA"
"NIMAR","NIMAR","MADHYA PRADESH","MADHYA PRADESH"
"NAROLI","NAROLI","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"KHANAPUR","KHANAPUR","KARNATAKA","KARNATAKA"
"LAKHIMPUR KHERI","LAKHIMPUR KHERI","UTTAR PRADESH","UTTAR PRADESH"
"BALODA","BALODA","CHHATTISGARH","CHHATTISGARH"
"PASCHIM MEDINIPUR","PASCHIM MEDINIPUR","WEST BENGAL","WEST BENGAL"
"QUTHBULLAPUR","QUTHBULLAPUR","TELANGANA","TELANGANA"
"HAFIZPUR","HAFIZPUR","UTTAR PRADESH","UTTAR PRADESH"
"GIR SOMNATH","GIR SOMNATH","GUJARAT","GUJARAT"
"BAGPAT","BAGPAT","UTTAR PRADESH","UTTAR PRADESH"
"FAIZPUR","FAIZPUR","MAHARASHTRA","MAHARASHTRA"
"BALLARPUR","BALLARPUR","MAHARASHTRA","MAHARASHTRA"
"MUNIGUDA","MUNIGUDA","ODISHA","ODISHA"
"GARIABAND","GARIABAND","CHHATTISGARH","CHHATTISGARH"
"RABUPURA","RABUPURA","UTTAR PRADESH","UTTAR PRADESH"
"BAHADURPUR","BAHADURPUR","UTTAR PRADESH","UTTAR PRADESH"
"KISHUNPUR","KISHUNPUR","BIHAR","BIHAR"
"KALYANPUR","KALYANPUR","BIHAR","BIHAR"
"PATRATU","PATRATU","JHARKHAND","JHARKHAND"
"VIKASNAGAR","VIKASNAGAR","UTTARAKHAND","UTTARAKHAND"
"BIDHANNAGAR","BIDHANNAGAR","WEST BENGAL","WEST BENGAL"
"CHHATARPUR","CHHATARPUR","MADHYA PRADESH","MADHYA PRADESH"
"DALKHOLA","DALKHOLA","WEST BENGAL","WEST BENGAL"
"DALLI RAJHARA","DALLI RAJHARA","CHHATTISGARH","CHHATTISGARH"
"HIRIYUR","HIRIYUR","KARNATAKA","KARNATAKA"
"KAMBOI","KAMBOI","GUJARAT","GUJARAT"
"KOTA_KAR","KOTA","KARNATAKA","KARNATAKA"
"KOOTHATTUKULAM","KOOTHATTUKULAM","KERALA","KERALA"
"KURALI","KURALI","PUNJAB","PUNJAB"
"PATHANAMTHITTA","PATHANAMTHITTA","KERALA","KERALA"
"SIRMAUR","SIRMAUR","MADHYA PRADESH","MADHYA PRADESH"
"SURAJPUR_CHH","SURAJPUR","CHHATTISGARH","CHHATTISGARH"
"LAHAUL AND SPITI","LAHAUL AND SPITI","HIMACHAL PRADESH","HIMACHAL PRADESH"
"MASRAKH","MASRAKH","BIHAR","BIHAR"
"WEST KHASI HILLS","WEST KHASI HILLS","MEGHALAYA","MEGHALAYA"
"NORTH DELHI","NORTH DELHI","DELHI","DELHI"
"BHADRESWAR","BHADRESWAR","WEST BENGAL","WEST BENGAL"
"TUENSANG","TUENSANG","NAGALAND","NAGALAND"
"RAJGARH_HIM","RAJGARH","HIMACHAL PRADESH","HIMACHAL PRADESH"
"SRIVAIKUNTAM","SRIVAIKUNTAM","TAMILNADU","TAMILNADU"
"VADINAR","VADINAR","GUJARAT","GUJARAT"
"KODUMUR","KODUMUR","ANDHRA PRADESH","ANDHRA PRADESH"
"SIRMAUR_HIM","SIRMAUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"SEPAHIJALA","SEPAHIJALA","TRIPURA","TRIPURA"
"BAWARNA","BAWARNA","HIMACHAL PRADESH","HIMACHAL PRADESH"
"CHENGAPALLI","CHENGAPALLI","TAMILNADU","TAMILNADU"
"CHIKKABALLAPUR","CHIKKABALLAPUR","KARNATAKA","KARNATAKA"
"GANJDUNDWARA","GANJDUNDWARA","UTTAR PRADESH","UTTAR PRADESH"
"GUMMA","GUMMA","ODISHA","ODISHA"
"HADECHA","HADECHA","RAJASTHAN","RAJASTHAN"
"NARLA ROAD","NARLA ROAD","ODISHA","ODISHA"
"PALMANER","PALMANER","ANDHRA PRADESH","ANDHRA PRADESH"
"RAVINUTHALA","RAVINUTHALA","ANDHRA PRADESH","ANDHRA PRADESH"
"TIRWA","TIRWA","UTTAR PRADESH","UTTAR PRADESH"
"RATANPUR","RATANPUR","ODISHA","ODISHA"
"BASAR","BASAR","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"PHALTAN","PHALTAN","MAHARASHTRA","MAHARASHTRA"
"BISAM CUTTACK","BISAM CUTTACK","ODISHA","ODISHA"
"BETANATI","BETANATI","ODISHA","ODISHA"
"BERMO","BERMO","JHARKHAND","JHARKHAND"
"KAMAKSHYANAGAR","KAMAKSHYANAGAR","ODISHA","ODISHA"
"UPPER SIANG","UPPER SIANG","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"ODE","ODE","GUJARAT","GUJARAT"
"BEMETARA","BEMETARA","CHHATTISGARH","CHHATTISGARH"
"SINDHNUR","SINDHNUR","KARNATAKA","KARNATAKA"
